id,gene,chr,fpos,tpos,strand,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50
cg00001542,Gene2253,5,52977841,52977841,+,0.63,0.9,0.45,0.88,0.61,0.9,0.33,0.95,0.09,0.65,0.35,1.0,0.57,0.1,0.92,0.01,0.8,0.59,0.73,0.57,0.36,0.24,0.65,0.72,0.09,0.48,0.24,0.36,0.51,0.39,0.35,0.18,0.66,0.02,0.93,0.06,0.48,0.53,0.54,0.28,NA,0.52,0.98,0.78,0.13,0.1,0.84,0.51,0.46,0.05
cg00001543,Gene812,4,11765691,11765691,+,0.29,0.37,0.06,0.65,0.4,0.25,0.58,0.83,0.58,0.08,0.96,0.5,0.87,0.32,0.97,0.67,0.18,0.53,0.7,0.63,0.6,0.19,0.45,0.53,1.0,0.65,0.49,0.14,0.2,0.23,0.2,0.69,0.84,0.92,0.28,0.79,0.02,1.0,0.21,0.57,0.48,0.93,0.81,0.87,0.44,0.11,0.32,0.09,0.04,0.39
cg00001544,Gene1632,1,64228574,64228574,+,0.62,0.51,0.67,0.18,0.4,NA,0.67,0.73,0.56,0.97,0.34,0.93,0.03,0.76,0.42,0.39,0.75,0.04,0.38,0.6,NA,0.43,0.74,0.74,0.93,0.73,0.55,0.04,0.46,0.32,0.31,0.02,0.94,0.28,0.47,0.97,0.93,0.96,0.01,0.22,0.68,0.66,0.13,0.9,0.63,0.12,0.87,0.67,0.5,0.11
cg00001545,Gene3623,13,78573998,78573998,-,0.02,0.8,0.29,0.06,0.13,0.46,0.5,0.94,0.02,0.88,0.92,0.58,0.93,0.04,0.43,0.97,0.55,0.84,0.59,0.78,0.15,0.34,NA,0.38,0.63,0.35,0.28,1.0,0.17,0.79,0.77,0.38,0.57,0.47,0.97,0.71,0.4,0.43,0.2,0.19,0.39,0.3,0.03,0.43,0.57,0.01,0.55,0.2,NA,0.84
cg00001546,Gene4807,17,42084098,42084098,-,0.59,0.78,0.47,0.79,0.81,0.9,0.47,0.93,0.35,0.89,NA,NA,0.04,0.3,NA,0.84,0.86,0.38,0.89,0.29,0.06,0.88,0.69,0.36,0.18,0.6,0.92,0.48,0.93,0.15,0.15,0.64,0.03,0.23,0.99,0.56,0.62,0.3,0.86,0.55,0.48,0.22,0.01,0.42,0.78,0.63,0.86,0.61,0.21,0.69
cg00001547,Gene4346,6,80493495,80493495,+,0.94,0.58,0.4,0.93,0.83,0.93,0.28,0.05,0.18,0.15,0.62,0.67,0.63,0.39,0.91,0.28,0.29,0.81,0.83,0.93,0.24,0.89,0.13,0.07,0.07,0.69,0.48,0.6,0.5,0.84,0.79,0.34,0.86,0.17,0.65,0.71,0.87,0.18,0.0,0.7,0.02,0.14,NA,0.75,0.97,0.26,NA,0.1,0.97,0.33
cg00001548,Gene2326,14,90428601,90428601,+,0.42,0.52,0.14,0.88,0.83,0.99,0.62,0.93,0.3,0.65,0.27,NA,0.87,0.87,0.6,0.34,0.87,0.47,0.83,0.75,0.11,0.68,0.88,0.28,0.69,0.08,0.29,0.9,NA,0.8,0.9,0.67,0.06,0.72,0.8,0.88,0.27,0.89,0.16,0.72,0.22,0.15,0.21,0.19,0.03,0.91,0.71,0.43,0.59,0.06
cg00001549,Gene1307,Y,4782134,4782134,+,0.82,0.61,0.55,0.71,0.66,0.33,0.07,0.78,0.16,0.95,0.84,0.13,0.14,0.58,0.13,0.12,0.91,NA,0.68,0.24,0.2,0.26,0.4,0.28,0.51,0.48,0.18,NA,0.41,0.68,0.84,0.83,NA,0.37,0.27,NA,0.79,0.22,0.89,0.53,0.56,0.77,0.11,0.49,0.56,0.4,0.19,0.54,0.55,0.75
cg00001550,Gene1675,Y,50143674,50143674,-,0.12,0.14,0.87,0.86,0.24,0.86,NA,0.91,0.82,0.66,0.47,0.85,NA,0.97,0.02,0.86,0.47,0.46,0.95,0.81,0.92,0.57,0.2,0.35,0.72,0.42,0.64,0.78,0.16,0.06,NA,1.0,NA,0.56,0.63,0.61,0.85,0.03,0.75,0.8,0.44,0.83,0.46,0.17,0.22,0.23,0.86,0.32,0.46,0.58
cg00001551,Gene473,22,44193345,44193345,+,0.46,NA,0.53,0.54,0.51,0.08,0.27,0.19,0.96,0.66,0.81,0.4,0.88,NA,0.45,0.08,0.82,0.48,0.58,0.69,0.39,NA,0.83,0.47,0.32,0.43,0.87,NA,0.48,0.55,0.32,0.91,0.5,0.05,0.22,0.71,0.86,0.95,0.84,0.15,0.9,0.97,0.86,0.33,0.94,0.55,0.37,0.73,0.99,0.8
cg00001552,Gene4900,13,57201106,57201106,-,0.86,0.98,0.63,0.07,0.22,0.13,0.83,0.78,0.54,0.77,0.5,0.85,0.17,0.34,0.04,0.79,0.17,0.3,0.88,0.63,0.12,0.2,0.1,0.64,0.75,0.36,0.23,0.72,0.92,0.8,0.63,0.41,0.9,0.91,0.53,0.35,0.52,0.38,NA,0.52,0.09,0.87,0.07,0.51,0.46,0.8,0.29,0.88,0.64,0.71
cg00001553,Gene3015,11,66534461,66534461,+,0.09,0.9,0.93,0.73,0.2,0.07,0.82,0.27,0.49,0.58,0.22,0.14,0.97,0.76,0.51,0.27,0.61,0.28,0.8,0.22,0.61,0.86,0.13,0.78,0.39,0.38,0.02,0.02,0.66,0.39,0.62,0.6,0.94,0.25,0.53,0.8,0.42,0.6,0.75,0.32,0.43,0.59,0.21,0.62,NA,0.33,0.24,NA,NA,0.12
cg00001554,Gene4940,13,81643320,81643320,-,NA,0.83,0.66,0.61,0.86,0.32,0.2,0.19,0.23,0.54,0.95,0.17,0.24,0.85,0.58,NA,0.11,0.51,0.42,0.69,0.1,0.45,0.66,0.76,0.73,0.6,0.43,0.14,0.14,0.4,0.36,0.72,0.1,0.46,0.64,0.29,0.58,0.82,0.12,0.51,0.29,0.42,0.86,0.3,0.81,0.07,0.45,0.08,NA,0.38
cg00001555,Gene1399,9,39225977,39225977,+,0.72,0.47,0.17,0.17,0.66,0.36,0.86,0.52,0.54,0.97,0.13,0.15,0.2,0.2,0.11,0.55,0.48,0.28,NA,0.91,0.81,0.77,0.54,0.53,0.4,0.75,0.62,0.49,0.72,0.18,NA,0.32,0.69,0.23,0.4,0.63,0.51,0.74,0.88,0.89,0.74,0.22,0.91,0.11,0.24,0.59,0.5,0.02,0.92,0.32
cg00001556,Gene4692,17,28085202,28085202,+,0.3,0.12,0.82,0.35,0.04,0.67,0.12,0.54,0.73,0.21,0.59,0.75,0.2,0.94,0.86,0.01,0.92,0.88,0.44,0.38,0.78,0.17,0.22,0.43,NA,0.16,0.33,0.3,NA,0.86,0.75,0.61,0.26,0.2,0.94,0.72,0.8,0.31,0.61,0.47,0.42,0.97,0.03,0.05,0.48,0.73,0.91,0.39,0.31,0.5
cg00001557,Gene3056,9,68635356,68635356,-,0.46,0.58,0.01,0.34,0.33,0.38,0.15,0.67,0.08,0.83,0.3,0.29,0.4,0.35,0.38,0.71,0.63,0.11,0.65,0.15,0.97,0.39,0.06,0.2,0.35,0.31,0.94,0.45,0.43,0.19,0.78,0.99,0.87,NA,0.41,0.46,0.08,NA,0.34,0.11,0.83,0.94,0.05,0.5,NA,NA,0.38,NA,NA,0.26
cg00001558,Gene3407,4,28798985,28798985,+,0.44,0.89,0.63,0.21,0.94,0.25,0.84,0.61,0.73,0.47,0.36,0.74,0.67,0.11,0.07,0.99,0.5,0.44,0.63,0.19,0.45,0.88,0.07,0.47,0.88,0.83,0.84,0.41,0.48,0.6,0.46,0.86,0.62,0.52,0.83,0.85,0.4,0.73,0.78,0.94,NA,0.02,0.71,0.62,0.37,0.09,0.44,NA,0.2,0.9
cg00001559,Gene374,14,85737826,85737826,-,0.13,0.21,0.97,0.84,0.5,0.41,0.82,0.71,0.21,0.15,0.96,0.26,NA,0.09,0.64,0.2,0.34,0.32,0.69,0.78,0.26,0.26,0.64,0.66,0.35,0.71,0.53,0.06,0.51,0.64,NA,NA,0.95,0.69,0.95,0.22,0.49,NA,0.69,0.82,0.87,0.38,0.16,0.27,0.13,0.98,0.18,0.72,0.46,0.48
cg00001560,Gene2539,X,18839485,18839485,+,0.01,0.36,0.76,0.77,0.19,0.79,0.21,0.65,0.24,0.94,0.32,0.61,NA,0.51,0.78,0.41,0.74,0.03,0.03,0.73,0.12,0.92,0.31,0.0,0.75,0.29,0.24,0.25,0.07,0.86,NA,0.97,0.27,0.62,0.2,NA,0.06,NA,0.1,0.76,0.41,0.76,0.74,0.04,0.93,0.02,0.76,0.1,0.19,0.12
cg00001561,Gene665,5,60277932,60277932,+,0.76,0.44,NA,0.63,0.01,NA,0.56,0.71,0.78,0.66,0.25,0.69,0.28,0.33,0.8,0.13,0.69,0.93,0.49,0.77,0.17,0.04,0.96,0.17,0.94,0.26,0.71,0.46,0.55,0.92,0.2,0.38,0.71,0.04,0.21,0.19,0.95,0.59,0.99,0.65,0.46,0.5,0.36,0.11,0.82,0.19,0.08,0.77,0.94,0.63
cg00001562,Gene70,8,63376254,63376254,+,0.08,0.57,0.37,0.89,0.06,0.64,0.38,0.02,0.64,0.94,0.36,0.3,0.43,0.56,0.74,0.06,0.91,0.65,0.05,0.15,0.05,0.36,0.42,0.73,0.78,0.06,0.79,NA,0.55,0.22,0.4,NA,0.01,0.83,0.56,0.76,0.04,0.96,0.07,0.5,0.96,0.95,0.04,0.76,0.63,0.98,0.26,0.09,0.33,0.35
cg00001563,Gene1595,X,3633563,3633563,+,0.53,0.14,0.71,0.64,0.95,0.15,0.44,0.65,0.37,0.62,0.97,0.05,0.3,0.75,0.11,0.93,0.52,0.7,0.41,0.48,0.12,0.6,0.02,0.63,0.36,0.2,0.58,0.51,0.75,0.48,0.44,0.76,0.3,0.13,0.07,0.77,0.68,0.35,0.82,0.67,NA,0.27,0.91,0.23,0.77,0.05,0.02,0.15,0.39,0.61
cg00001564,Gene1099,8,97980795,97980795,-,0.41,0.81,0.59,0.22,0.47,0.16,0.27,0.79,0.57,0.57,0.82,0.06,0.59,0.54,0.71,0.44,0.53,0.06,0.16,0.64,0.93,0.34,0.72,0.2,0.13,0.28,0.63,0.3,0.89,0.36,0.37,0.7,0.88,0.77,0.58,0.68,0.63,0.14,0.74,0.53,0.7,0.69,0.07,0.73,0.99,0.56,0.42,0.52,0.58,0.66
cg00001565,Gene2465,7,47035471,47035471,-,0.36,0.32,0.36,0.56,0.07,0.03,NA,0.54,0.79,0.48,0.46,0.42,NA,0.27,0.84,0.31,0.01,0.43,0.36,0.54,0.79,0.67,NA,0.28,0.59,0.51,0.3,0.54,0.08,0.91,0.63,0.03,0.3,0.05,0.26,0.29,0.25,0.82,0.79,0.97,0.06,0.61,NA,0.73,0.63,NA,0.17,0.9,0.04,0.55
cg00001566,Gene1683,9,19530467,19530467,+,NA,0.09,0.43,0.32,0.75,0.03,0.86,0.22,0.98,0.31,0.57,0.1,0.24,0.28,0.85,0.05,0.83,0.93,NA,0.05,0.17,0.66,0.73,0.4,0.12,0.66,0.95,0.1,0.49,0.54,0.42,0.52,0.99,0.96,0.79,0.79,0.51,0.65,0.2,0.55,0.31,0.66,0.65,0.99,0.64,0.41,0.68,0.91,0.25,0.45
cg00001567,Gene4728,16,54825695,54825695,+,0.4,0.67,0.11,0.97,1.0,0.9,0.46,0.65,0.03,0.5,0.2,0.82,0.54,0.7,0.46,0.24,0.11,0.69,0.97,0.61,0.83,0.64,0.91,0.39,0.77,NA,0.67,0.95,0.91,0.39,0.41,0.98,0.54,0.95,0.31,0.82,0.52,0.31,0.14,0.92,0.01,0.04,0.46,0.47,0.44,0.18,0.49,0.86,0.42,0.41
cg00001568,Gene2907,3,71735620,71735620,+,0.95,0.74,0.39,0.28,0.19,0.7,0.32,0.17,0.5,0.96,NA,0.59,0.48,0.26,0.69,0.14,0.22,0.32,0.91,0.34,0.03,0.86,0.39,0.94,0.1,0.54,0.1,0.13,0.54,0.19,0.9,0.79,0.42,0.84,0.7,0.92,0.27,0.54,0.72,0.98,0.67,0.19,0.74,0.24,0.64,0.62,0.32,0.48,0.11,0.14
cg00001569,Gene953,18,2674604,2674604,-,0.83,0.88,0.27,NA,0.29,0.25,NA,0.22,0.91,0.19,0.46,0.28,NA,0.28,0.83,0.04,0.26,0.8,0.22,0.24,0.89,0.16,0.64,0.96,0.24,0.85,0.28,0.72,0.84,0.73,0.84,0.44,0.32,0.27,0.48,0.19,0.85,0.98,0.41,0.68,0.91,NA,0.64,0.76,0.82,0.7,0.78,0.22,0.99,0.4
cg00001570,Gene2863,Y,27528032,27528032,+,0.14,0.58,0.34,0.73,0.78,0.17,0.34,0.5,0.74,1.0,0.97,0.31,0.13,0.77,0.01,0.1,0.98,0.41,0.4,NA,0.23,0.35,0.81,0.97,0.23,0.33,0.62,0.87,0.69,0.89,0.38,0.9,0.9,0.82,0.62,0.94,0.41,0.99,0.22,0.88,0.47,0.51,0.57,0.87,0.67,0.41,0.98,0.27,0.82,NA
cg00001571,Gene1005,21,89021074,89021074,-,0.89,0.31,0.73,0.59,NA,0.58,0.09,0.02,0.19,0.35,0.35,0.93,0.22,0.7,0.42,0.27,0.41,0.06,0.87,0.74,0.59,0.7,0.81,NA,0.48,0.38,0.74,0.46,0.28,0.86,0.29,0.61,0.85,0.18,0.07,NA,0.5,0.09,0.93,0.18,0.25,0.98,0.84,0.54,NA,0.24,0.19,0.64,0.75,NA
cg00001572,Gene1502,10,49972298,49972298,-,0.25,0.41,0.04,0.51,0.77,0.68,0.96,0.38,0.45,0.49,0.12,0.48,0.62,0.02,0.48,0.17,0.96,0.39,0.45,0.67,0.87,0.38,0.5,0.14,0.52,0.26,0.89,0.51,NA,0.83,0.33,0.16,0.21,NA,0.45,0.46,0.3,0.64,0.01,0.46,0.56,0.36,0.89,0.34,0.36,0.88,0.04,0.27,0.53,0.92
cg00001573,Gene3858,7,74345190,74345190,+,0.84,0.86,0.22,0.27,0.76,0.53,0.14,0.12,0.87,0.69,0.6,0.92,0.23,0.98,NA,NA,0.42,0.72,0.31,0.95,0.38,0.52,0.96,0.93,0.37,0.88,0.93,0.89,0.69,0.2,0.36,0.63,0.79,0.39,0.76,0.83,0.65,0.5,0.2,0.52,0.79,0.23,0.31,0.12,0.34,0.95,0.19,0.35,0.84,0.57
cg00001574,Gene4265,6,61969177,61969177,-,0.7,0.11,0.29,0.11,0.96,0.86,0.21,NA,0.39,0.55,0.29,0.69,0.26,0.12,0.07,0.05,0.39,0.25,0.93,0.87,0.14,0.22,NA,0.15,0.85,0.58,0.81,0.21,0.04,0.93,0.07,0.45,0.84,0.21,0.46,0.59,0.96,0.62,NA,0.07,0.03,0.69,0.08,0.67,0.76,0.15,0.16,0.79,0.75,0.65
cg00001575,Gene2058,16,72300961,72300961,-,0.43,0.88,0.77,0.5,0.97,0.51,0.96,0.21,0.12,NA,NA,0.96,0.64,0.2,0.12,0.95,0.9,0.82,0.09,0.28,0.31,0.11,0.2,0.32,0.46,0.98,0.09,0.98,0.43,0.54,0.89,0.5,0.04,0.25,0.03,0.36,0.65,0.25,0.0,0.46,0.44,0.6,0.86,0.83,0.33,0.54,0.54,0.93,0.91,0.73
cg00001576,Gene1256,10,52765877,52765877,+,0.17,0.79,NA,0.17,0.37,0.22,0.93,0.1,0.27,0.25,0.41,0.84,0.73,0.04,0.05,0.38,0.69,0.7,0.5,0.2,0.34,0.8,0.7,0.96,0.04,0.92,0.41,0.91,0.33,0.53,0.15,0.63,0.88,0.68,0.54,0.92,0.8,0.38,0.5,0.96,0.16,0.63,0.62,0.42,0.91,0.56,0.32,0.99,0.15,0.73
cg00001577,Gene3292,11,10017710,10017710,-,0.22,0.14,NA,0.64,0.33,0.83,0.19,0.15,0.27,0.41,0.79,0.58,0.9,0.16,0.78,0.61,0.66,NA,0.99,0.59,0.51,0.37,0.8,0.07,0.23,NA,0.45,0.13,0.08,0.58,0.3,0.42,0.56,0.55,0.24,0.54,0.85,0.08,0.28,0.03,0.83,0.48,0.84,0.43,0.08,0.59,0.71,0.29,0.45,0.82
cg00001578,Gene3111,2,43731437,43731437,-,0.7,0.87,0.16,0.23,0.83,0.97,0.19,0.66,0.11,0.33,0.04,0.51,0.72,0.89,0.03,0.75,0.62,0.02,0.43,0.64,0.9,NA,0.31,0.41,0.46,0.16,0.9,0.44,0.03,0.1,0.91,NA,0.1,NA,0.2,0.13,0.38,0.26,0.2,0.57,0.74,0.79,0.84,0.42,0.7,0.07,0.92,0.91,0.58,0.41
cg00001579,Gene3956,22,67125235,67125235,+,0.57,0.3,0.74,0.16,0.41,0.7,0.42,0.52,0.3,0.07,0.81,0.04,0.03,0.54,0.85,0.37,0.29,0.56,0.51,0.64,0.54,0.24,NA,0.26,0.54,0.22,0.48,0.45,0.05,0.14,0.6,0.26,0.08,0.76,0.99,0.9,0.46,0.71,0.32,0.79,0.53,0.84,0.36,0.1,0.89,0.34,NA,0.24,0.63,0.79
cg00001580,Gene3852,13,54656528,54656528,-,0.6,0.09,0.37,0.07,0.93,0.49,0.67,0.07,0.1,0.84,0.51,0.74,0.03,0.73,0.72,0.9,0.65,0.15,0.61,0.52,0.22,0.4,0.17,0.75,0.71,0.73,0.72,0.6,0.97,0.22,0.14,0.42,0.94,0.62,0.14,0.2,0.47,0.32,0.37,0.95,0.45,0.18,0.32,0.78,0.62,0.71,0.52,0.58,0.5,0.52
cg00001581,Gene1844,7,41836729,41836729,-,0.75,0.37,NA,0.91,0.35,0.57,0.51,0.29,0.82,0.16,0.42,0.53,0.17,0.59,0.7,0.0,0.8,0.25,0.57,0.12,0.11,0.12,0.36,0.86,0.78,0.84,0.02,0.09,0.74,0.12,0.71,0.07,0.74,0.52,0.72,0.06,0.16,0.97,0.92,0.1,0.77,0.42,1.0,0.52,0.23,0.92,0.18,0.47,0.75,0.38
cg00001582,Gene293,18,79831596,79831596,-,0.14,0.1,0.95,0.34,0.96,0.98,0.7,0.23,0.35,0.33,0.48,NA,0.19,0.13,0.63,0.47,0.05,0.63,0.12,0.87,0.56,0.93,0.64,0.28,0.62,0.55,0.67,0.83,NA,0.4,0.84,0.41,0.04,0.83,0.23,0.5,0.01,0.44,0.96,NA,0.66,0.48,0.09,0.96,0.33,0.53,0.41,0.11,0.18,0.17
cg00001583,Gene908,10,69275038,69275038,-,0.59,0.15,0.8,0.12,0.19,0.74,0.97,0.41,0.01,0.79,0.88,0.92,0.74,0.61,0.99,0.83,0.85,0.62,0.76,0.16,0.47,0.74,0.09,0.94,0.15,0.1,0.14,0.07,0.96,0.39,0.36,NA,0.3,0.71,0.38,0.35,0.01,0.31,0.83,0.27,0.85,0.97,0.66,0.62,0.17,0.38,0.22,0.16,NA,0.9
cg00001584,Gene2065,16,78864240,78864240,-,0.07,0.68,0.85,NA,0.34,0.76,0.03,0.59,0.13,0.4,0.42,0.64,0.92,0.6,0.44,0.6,0.17,0.32,NA,0.1,0.62,0.29,0.58,NA,0.27,NA,0.52,NA,NA,0.6,0.4,0.36,0.61,0.27,0.76,0.86,0.1,0.42,0.12,0.23,0.25,0.04,NA,0.6,0.95,0.04,0.08,0.09,0.72,0.52
cg00001585,Gene4256,16,5342012,5342012,+,0.36,0.05,0.26,0.95,0.72,0.28,0.48,0.38,0.47,0.73,0.51,0.13,0.33,0.39,0.94,0.07,0.88,0.3,0.3,0.7,0.92,0.51,0.08,0.26,0.62,0.12,0.02,0.8,0.35,0.97,0.27,0.29,0.83,0.63,0.65,NA,0.54,0.04,0.54,0.17,0.24,0.78,0.59,0.09,NA,0.08,0.38,0.3,0.08,0.91
cg00001586,Gene4240,20,76206640,76206640,-,0.84,0.01,0.31,0.39,0.45,0.35,0.16,0.12,0.96,0.38,0.73,0.82,0.09,0.04,0.04,0.78,0.46,0.96,0.01,0.06,0.83,0.97,0.32,0.96,0.52,0.15,0.47,NA,0.66,0.03,0.61,0.98,0.5,0.62,0.38,0.38,0.26,0.29,0.69,0.53,0.15,0.71,0.32,NA,0.4,0.54,0.58,0.42,0.75,0.53
cg00001587,Gene3976,19,62872836,62872836,+,0.46,0.03,0.9,0.49,0.09,0.42,0.49,0.72,0.3,NA,0.92,0.09,NA,0.2,0.84,0.16,0.21,0.59,0.76,0.47,0.03,0.77,0.28,0.13,0.58,0.56,0.22,0.47,0.63,0.23,0.6,0.29,0.42,0.09,0.97,0.18,0.96,0.1,0.34,0.08,0.52,0.15,0.84,0.45,0.46,0.56,0.93,0.13,0.86,0.38
cg00001588,Gene1973,7,47529313,47529313,+,0.35,0.7,0.58,0.52,0.07,0.71,NA,0.72,0.65,0.6,0.85,NA,0.81,0.1,0.58,0.27,0.49,0.14,0.5,0.95,0.93,0.06,0.53,0.53,0.51,0.63,0.74,0.95,0.86,0.67,0.39,0.54,0.37,0.5,0.52,0.35,0.83,0.76,0.33,0.52,0.09,0.46,0.2,0.54,0.64,0.56,0.06,0.05,0.15,0.72
cg00001589,Gene3083,22,49484907,49484907,-,0.39,NA,0.53,0.8,0.37,0.94,0.23,0.78,0.98,0.79,NA,0.9,0.21,0.82,0.08,NA,0.5,0.6,NA,0.77,0.01,0.06,0.35,0.88,0.68,0.94,0.88,0.92,0.92,0.09,0.21,0.56,0.7,0.87,0.5,0.97,0.37,0.34,0.04,0.51,0.8,0.61,0.3,NA,0.29,0.58,0.21,0.82,NA,0.52
cg00001590,Gene911,X,65363565,65363565,+,0.69,0.15,0.17,0.68,0.42,0.67,0.05,0.37,NA,0.26,NA,0.96,0.28,0.65,0.04,0.06,0.26,0.67,0.47,0.09,0.85,0.55,0.65,0.85,0.11,0.01,0.12,0.71,0.89,0.58,0.44,0.15,0.64,0.8,0.15,0.42,NA,0.04,0.92,0.37,0.75,0.31,0.71,0.65,0.07,NA,0.51,0.43,0.14,0.16
cg00001591,Gene2406,14,81685523,81685523,-,0.97,0.03,0.83,0.31,0.26,0.66,0.42,0.15,0.85,0.58,0.18,0.79,0.61,0.59,0.56,0.46,0.05,0.96,0.35,NA,0.6,0.67,0.43,0.25,0.19,0.66,0.86,0.13,0.68,0.05,0.43,0.06,0.91,0.37,0.11,0.22,0.16,0.01,0.77,0.3,0.66,0.54,0.59,0.17,0.61,0.3,0.58,0.2,0.66,0.98
cg00001592,Gene3687,17,27488861,27488861,+,0.41,0.83,0.67,NA,0.72,0.52,0.37,0.76,0.67,0.81,0.12,0.11,0.49,0.47,NA,0.04,0.17,0.57,0.71,0.95,0.97,0.79,0.68,0.9,0.94,0.83,0.97,0.1,0.6,NA,0.75,0.84,0.2,NA,0.28,0.63,0.06,0.92,0.35,0.23,0.63,NA,0.47,0.83,NA,0.6,0.35,0.33,0.37,0.27
cg00001593,Gene3226,12,25356823,25356823,-,0.67,0.48,0.1,0.21,0.12,0.06,0.56,0.47,0.39,0.97,0.51,0.55,0.98,0.21,0.4,0.86,0.25,0.69,0.84,0.93,0.39,0.33,0.15,0.81,0.43,0.2,0.39,0.53,0.42,0.85,0.31,0.33,0.13,0.26,0.86,0.32,0.94,0.6,0.59,0.49,0.55,0.62,NA,0.72,0.33,0.81,NA,0.21,0.9,0.36
cg00001594,Gene4305,15,78799677,78799677,-,0.76,0.7,0.77,1.0,0.61,0.11,0.43,0.9,0.84,0.22,0.12,0.86,0.69,0.96,0.69,0.65,0.85,0.54,0.49,0.72,NA,0.4,0.46,0.12,0.31,0.97,0.1,0.94,0.98,0.92,0.29,0.61,0.91,0.5,0.72,0.07,0.95,NA,0.36,0.62,0.59,0.59,0.29,0.19,0.33,0.84,0.07,0.37,0.88,0.83
cg00001595,Gene1949,20,83010430,83010430,+,0.34,0.05,0.83,0.8,0.79,0.43,0.32,0.73,0.71,0.44,0.77,0.76,0.75,0.91,0.43,0.86,0.44,0.53,0.9,0.34,0.08,0.98,0.79,0.49,0.19,0.41,0.91,0.0,0.8,0.39,0.06,0.12,0.36,0.18,0.07,0.35,0.01,0.45,0.86,0.16,0.06,0.62,0.16,0.16,0.27,0.41,0.04,0.45,0.65,0.29
cg00001596,Gene4839,9,96083089,96083089,+,0.29,0.02,0.5,0.96,0.44,0.5,0.65,0.48,0.03,0.03,0.57,0.7,0.07,0.18,0.03,0.05,0.6,0.78,0.09,0.15,0.22,0.36,0.33,0.16,0.14,0.3,0.39,0.8,0.75,0.37,0.05,0.96,0.16,0.02,0.83,0.24,0.99,0.49,0.06,0.42,0.73,0.91,NA,0.66,0.36,0.59,0.32,NA,0.16,0.0
cg00001597,Gene2475,5,7169383,7169383,-,0.72,0.34,0.91,0.34,0.57,0.93,0.01,0.15,0.02,0.3,0.75,0.29,0.01,0.2,0.87,0.4,0.16,0.11,0.11,0.74,0.32,0.46,NA,0.79,0.53,NA,0.25,0.38,0.18,0.2,0.05,NA,0.91,0.18,0.54,0.75,0.31,NA,0.11,0.54,0.36,0.15,0.69,0.7,0.12,NA,0.54,0.95,NA,0.51
cg00001598,Gene298,6,87765368,87765368,-,0.66,0.66,0.72,0.82,0.63,0.91,0.66,0.7,0.54,0.38,0.86,0.72,0.86,0.26,0.34,0.05,0.67,NA,0.36,0.17,0.8,0.58,0.67,0.46,0.08,0.06,0.37,0.48,0.52,0.83,0.15,0.99,0.74,0.19,NA,0.01,0.7,0.75,0.89,0.19,0.79,0.44,0.41,0.54,0.34,0.21,0.11,0.4,0.14,0.19
cg00001599,Gene455,15,17363888,17363888,+,0.33,0.49,0.95,0.04,0.96,0.61,0.59,0.66,0.32,0.39,0.72,0.76,0.79,0.04,0.67,0.3,0.75,0.62,0.36,0.47,0.85,0.84,NA,NA,0.03,0.31,0.12,0.66,0.78,0.91,0.16,0.59,0.77,0.37,0.53,0.14,0.15,0.83,0.52,0.57,0.66,0.25,0.15,0.72,0.2,0.91,0.39,0.42,0.77,0.09
cg00001600,Gene3611,10,92611653,92611653,-,0.1,0.92,NA,0.49,0.38,0.23,0.77,0.38,0.64,0.36,0.48,0.98,0.07,0.26,0.73,0.0,0.64,0.46,0.07,0.69,0.37,0.11,0.4,0.66,0.15,0.52,0.71,0.57,0.7,0.07,0.97,0.52,0.47,0.15,0.91,0.51,0.17,0.28,0.47,0.85,0.83,0.45,0.66,0.29,0.76,0.88,0.22,NA,0.46,0.8
cg00001601,Gene4541,13,23432935,23432935,-,0.13,0.53,0.32,0.55,0.28,0.55,0.21,0.52,0.06,0.24,0.9,0.87,0.19,0.98,0.3,0.83,0.0,0.45,0.11,0.83,0.72,0.97,0.67,0.94,0.51,0.03,0.78,0.76,0.41,0.72,0.87,0.83,0.52,0.01,0.99,0.29,0.75,0.31,0.46,0.77,0.94,0.74,0.92,0.71,0.22,0.17,0.59,0.29,0.02,0.75
cg00001602,Gene224,2,56938852,56938852,+,0.62,0.39,0.89,0.78,0.59,0.45,0.06,0.49,0.07,0.96,0.02,0.49,0.33,0.02,0.47,0.83,0.78,0.78,0.35,0.83,0.34,NA,0.81,0.58,0.23,0.32,0.59,0.5,0.42,0.05,0.39,0.92,NA,0.55,0.26,0.95,0.35,0.76,0.79,0.47,NA,0.29,0.09,0.37,0.58,0.39,0.02,0.66,0.0,0.9
cg00001603,Gene3313,Y,36581673,36581673,-,NA,0.21,0.24,NA,0.32,0.62,0.75,0.32,NA,0.35,0.9,0.7,0.18,0.12,0.58,0.39,NA,0.79,0.65,0.04,0.22,0.77,0.34,0.13,0.58,NA,0.92,0.33,0.19,0.22,0.23,0.51,0.71,0.18,0.7,NA,0.41,0.41,0.28,0.62,0.53,0.89,0.87,0.72,0.05,0.93,0.4,0.38,0.96,0.71
